Path to each video;ID conserved of an individual;noise or worm ?;Comments
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;104;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;105;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;106;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;107;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;108;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;109;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;110;NA;
Minipatches_light_20260116/20221125T144101_SmallPatches_C6-CAM4;111;NA;
Minipatches_light_20260116/20221122T192144_SmallPatches_C1-CAM1;NA;0;0 worm
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;1;worm;1 worm
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;2;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;3;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;4;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;5;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;6;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;7;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;8;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;9;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;10;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;11;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;12;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;13;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;14;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;15;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;16;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;17;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;18;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;19;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;20;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;21;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;22;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;23;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;24;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;25;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;26;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;27;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;28;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;29;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;30;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;31;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;32;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;33;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;34;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;35;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;36;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;37;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;38;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;39;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;40;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;41;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;42;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;43;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;44;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;45;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;46;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;47;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;48;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;49;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;50;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;51;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;52;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;53;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;54;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;55;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;56;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;57;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;58;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;59;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;60;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;61;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;62;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;63;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;64;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;65;noise;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;66;NA;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;67;NA;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;68;NA;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;69;NA;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;70;NA;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;71;NA;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;72;NA;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;73;NA;
Minipatches_light_20260116/20221126T203516_SmallPatches_C1-CAM3;74;NA;
Minipatches_light_20260116/20221012T203108_SmallPatches_C6-CAM1;0;NA;No traj csv
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;1;worm;3 worms
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;2;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;3;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;4;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;5;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;6;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;7;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;8;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;9;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;10;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;11;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;12;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;13;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;14;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;15;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;16;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;17;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;18;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;19;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;20;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;21;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;22;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;23;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;24;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;25;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;26;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;27;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;28;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;29;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;30;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;31;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;32;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;33;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;34;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;35;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;36;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;37;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;38;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;39;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;40;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;41;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;42;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;43;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;44;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;45;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;46;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;47;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;48;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;49;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;50;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;51;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;52;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;53;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;54;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;55;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;56;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;57;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;58;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;59;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;60;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;61;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;62;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;63;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;64;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;65;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;66;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;67;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;68;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;69;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;70;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;71;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;72;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;73;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;74;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;75;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;76;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;77;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;78;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;79;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;80;worm;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;81;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;82;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;83;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;84;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;85;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;86;worm;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;87;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;88;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;89;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;90;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;91;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;92;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;93;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;94;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;95;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;96;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;97;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;98;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;99;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;100;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;101;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;102;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;103;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;104;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;105;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;106;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;107;noise;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;108;NA;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;109;NA;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;110;NA;
Minipatches_light_20260116/20221119T201803_SmallPatches_C3-CAM2;111;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;1;worm;1 worm
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;2;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;3;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;4;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;5;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;6;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;7;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;8;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;9;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;10;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;11;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;12;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;13;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;14;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;15;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;16;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;17;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;18;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;19;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;20;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;21;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;22;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;23;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;24;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;25;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;26;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;27;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;28;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;29;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;30;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;31;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;32;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;33;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;34;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;35;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;36;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;37;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;38;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;39;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;40;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;41;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;42;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;43;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;44;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;45;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;46;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;47;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;48;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;49;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;50;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;51;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;52;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;53;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;54;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;55;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;56;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;57;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;58;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;59;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;60;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;61;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;62;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;63;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;64;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;65;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;66;noise;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;67;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;68;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;69;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;70;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;71;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;72;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;73;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;74;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;75;NA;
Minipatches_light_20260116/20221014T101512_SmallPatches_C1-CAM4;76;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;1;worm;1 worm
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;2;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;3;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;4;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;5;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;6;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;7;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;8;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;9;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;10;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;11;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;12;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;13;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;14;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;15;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;16;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;17;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;18;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;19;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;20;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;21;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;22;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;23;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;24;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;25;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;26;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;27;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;28;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;29;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;30;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;31;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;32;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;33;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;34;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;35;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;36;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;37;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;38;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;39;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;40;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;41;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;42;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;43;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;44;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;45;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;46;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;47;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;48;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;49;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;50;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;51;noise;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;52;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;53;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;54;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;55;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;56;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;57;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;58;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;59;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;60;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;61;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;62;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;63;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;64;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;65;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;66;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;67;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;68;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;69;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;70;NA;
Minipatches_light_20260116/20221125T144055_SmallPatches_C5-CAM1;71;NA;
Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM1;1;worm;2 worms
Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM1;2;noise;
Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM1;3;noise;
Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM1;4;noise;
Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM1;5;worm;
Minipatches_light_20260116/20221013T115441_SmallPatches_C6-CAM1;6;noise;
